q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change
7,0,1612,"Consider all events that Daniel Lopez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
7,0,1613,"Consider all events that Ella Ross has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
7,0,1614,"Consider all events that Ellie Garcia has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Spaces,all,set(),set(),{},0,0,{'entity'},False
35,0,1773,"Enumerate all activities that Charles Castillo has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Event contents,chronological,set(),set(),{},0,0,{'entity'},False
35,0,1774,"Enumerate all activities that Daniel Hall has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
35,0,1775,"Enumerate all activities that Daniel Lopez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
35,0,1776,"Enumerate all activities that Ella Ross has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
35,0,1777,"Enumerate all activities that Ellie Garcia has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Event contents,chronological,set(),set(),{},0,0,{'entity'},False
34,0,1793,List all locations visited by Charles Castillo in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Spaces,chronological,set(),set(),{},0,0,{'entity'},False
34,0,1794,List all locations visited by Daniel Hall in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
34,0,1795,List all locations visited by Daniel Lopez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
34,0,1796,List all locations visited by Ella Ross in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
34,0,1797,List all locations visited by Ellie Garcia in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Spaces,chronological,set(),set(),{},0,0,{'entity'},False
33,0,1813,"Provide a chronological list of all dates when Charles Castillo was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Times,chronological,set(),set(),{},0,0,{'entity'},False
33,0,1814,"Provide a chronological list of all dates when Daniel Hall was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Times,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
33,0,1815,"Provide a chronological list of all dates when Daniel Lopez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Times,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
33,0,1816,"Provide a chronological list of all dates when Ella Ross was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Times,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
33,0,1817,"Provide a chronological list of all dates when Ellie Garcia was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Times,chronological,set(),set(),{},0,0,{'entity'},False
6,0,2276,"Reflect on all events involving Charles Castillo. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Times,all,set(),set(),{},0,0,{'entity'},False
6,0,2277,"Reflect on all events involving Daniel Hall. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
6,0,2278,"Reflect on all events involving Daniel Lopez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
6,0,2279,"Reflect on all events involving Ella Ross. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
6,0,2280,"Reflect on all events involving Ellie Garcia. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Times,all,set(),set(),{},0,0,{'entity'},False
8,0,2411,"Think about Charles Castillo's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},False
8,0,2412,"Think about Daniel Hall's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
8,0,2413,"Think about Daniel Lopez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
8,0,2414,"Think about Ella Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
8,0,2415,"Think about Ellie Garcia's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},False
30,0,2648,What is the most recent date Charles Castillo was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Times,latest,set(),set(),{},0,0,{'entity'},False
30,0,2649,What is the most recent date Daniel Hall was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Times,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
30,0,2650,What is the most recent date Daniel Lopez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Times,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False
30,0,2651,What is the most recent date Ella Ross was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Times,latest,set(),set(),{},0,0,"{'content', 'location', 'entity', 'date'}",False
30,0,2652,What is the most recent date Ellie Garcia was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Times,latest,set(),set(),{},0,0,{'entity'},False
32,6+,1432,What was Henry Reed doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Henry Reed}, *)",Event contents,latest,['fusion core breach'],[37],{37: 'fusion core breach'},1,7,set(),
32,6+,1446,What was Zoe Brown doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Event contents,latest,['subspace antenna failure'],[49],{49: 'subspace antenna failure'},1,7,set(),
30,6+,1388,What is the most recent date Henry Reed was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Henry Reed}, *)",Times,latest,"['November 13, 2226']",[37],"{37: 'November 13, 2226'}",1,7,set(),
30,6+,1402,What is the most recent date Zoe Brown was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Times,latest,"['December 26, 2226']",[49],"{49: 'December 26, 2226'}",1,7,set(),
34,6+,411,List all locations visited by Henry Reed in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Henry Reed}, *)",Spaces,chronological,"['Phobos Military Base', 'TRAPPIST-1 Colony Network', 'Luna Shackleton Crater Colony', 'Mercury Twilight Observatory', 'Europa Subsurface Laboratory', 'Eridani Metallurgy Complex', 'Stanford Torus Prime']","[38, 10, 47, 48, 11, 3, 37]","{3: 'Eridani Metallurgy Complex', 10: 'TRAPPIST-1 Colony Network', 11: 'Europa Subsurface Laboratory', 37: 'Stanford Torus Prime', 38: 'Phobos Military Base', 47: 'Luna Shackleton Crater Colony', 48: 'Mercury Twilight Observatory'}",7,7,set(),
34,6+,425,List all locations visited by Zoe Brown in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Spaces,chronological,"['Eridani Metallurgy Complex', 'Dyson Swarm Control', 'Luna Oceanus Trading Post', 'Luna Shackleton Crater Colony', 'Mercury Twilight Observatory', ""Barnard's Star Propulsion Lab"", 'Europa Subsurface Laboratory']","[16, 4, 28, 41, 17, 57, 49]","{4: 'Dyson Swarm Control', 16: 'Eridani Metallurgy Complex', 17: 'Mercury Twilight Observatory', 28: 'Luna Oceanus Trading Post', 41: 'Luna Shackleton Crater Colony', 49: 'Europa Subsurface Laboratory', 57: ""Barnard's Star Propulsion Lab""}",7,7,set(),
33,6+,433,"Provide a chronological list of all dates when Henry Reed was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Henry Reed}, *)",Times,chronological,"['March 23, 2224', 'October 13, 2224', 'March 23, 2225', 'May 28, 2225', 'May 11, 2226', 'September 22, 2226', 'November 13, 2226']","[38, 10, 47, 48, 11, 3, 37]","{3: 'September 22, 2226', 10: 'October 13, 2224', 11: 'May 11, 2226', 37: 'November 13, 2226', 38: 'March 23, 2224', 47: 'March 23, 2225', 48: 'May 28, 2225'}",7,7,set(),
33,6+,447,"Provide a chronological list of all dates when Zoe Brown was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Times,chronological,"['March 23, 2224', 'May 07, 2224', 'October 12, 2224', 'January 26, 2225', 'June 14, 2225', 'November 13, 2226', 'December 26, 2226']","[16, 4, 28, 41, 17, 57, 49]","{4: 'May 07, 2224', 16: 'March 23, 2224', 17: 'June 14, 2225', 28: 'October 12, 2224', 41: 'January 26, 2225', 49: 'December 26, 2226', 57: 'November 13, 2226'}",7,7,set(),
6,6+,957,"Reflect on all events involving Henry Reed. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Henry Reed}, *)",Times,all,"{'March 23, 2224', 'September 22, 2226', 'November 13, 2226', 'March 23, 2225', 'May 28, 2225', 'October 13, 2224', 'May 11, 2226'}","{3, 37, 38, 10, 11, 47, 48}","{3: 'September 22, 2226', 10: 'October 13, 2224', 11: 'May 11, 2226', 37: 'November 13, 2226', 38: 'March 23, 2224', 47: 'March 23, 2225', 48: 'May 28, 2225'}",7,7,set(),
6,6+,971,"Reflect on all events involving Zoe Brown. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Times,all,"{'March 23, 2224', 'November 13, 2226', 'May 07, 2224', 'October 12, 2224', 'June 14, 2225', 'January 26, 2225', 'December 26, 2226'}","{4, 41, 16, 17, 49, 57, 28}","{4: 'May 07, 2224', 16: 'March 23, 2224', 17: 'June 14, 2225', 28: 'October 12, 2224', 41: 'January 26, 2225', 49: 'December 26, 2226', 57: 'November 13, 2226'}",7,7,set(),
31,6+,1410,What is the most recent location where Henry Reed was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Henry Reed}, *)",Spaces,latest,['Stanford Torus Prime'],[37],{37: 'Stanford Torus Prime'},1,7,set(),
31,6+,1424,What is the most recent location where Zoe Brown was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Spaces,latest,['Europa Subsurface Laboratory'],[49],{49: 'Europa Subsurface Laboratory'},1,7,set(),
7,6+,200,"Consider all events that Henry Reed has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Henry Reed}, *)",Spaces,all,"{'Mercury Twilight Observatory', 'TRAPPIST-1 Colony Network', 'Europa Subsurface Laboratory', 'Eridani Metallurgy Complex', 'Stanford Torus Prime', 'Phobos Military Base', 'Luna Shackleton Crater Colony'}","{3, 37, 38, 10, 11, 47, 48}","{3: 'Eridani Metallurgy Complex', 10: 'TRAPPIST-1 Colony Network', 11: 'Europa Subsurface Laboratory', 37: 'Stanford Torus Prime', 38: 'Phobos Military Base', 47: 'Luna Shackleton Crater Colony', 48: 'Mercury Twilight Observatory'}",7,7,set(),
7,6+,214,"Consider all events that Zoe Brown has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Spaces,all,"{'Luna Oceanus Trading Post', 'Europa Subsurface Laboratory', 'Eridani Metallurgy Complex', 'Mercury Twilight Observatory', 'Luna Shackleton Crater Colony', ""Barnard's Star Propulsion Lab"", 'Dyson Swarm Control'}","{4, 41, 16, 17, 49, 57, 28}","{4: 'Dyson Swarm Control', 16: 'Eridani Metallurgy Complex', 17: 'Mercury Twilight Observatory', 28: 'Luna Oceanus Trading Post', 41: 'Luna Shackleton Crater Colony', 49: 'Europa Subsurface Laboratory', 57: ""Barnard's Star Propulsion Lab""}",7,7,set(),
35,6+,389,"Enumerate all activities that Henry Reed has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Henry Reed}, *)",Event contents,chronological,"['cryo-pod integrity breach', 'matter synthesizer overload', 'magnetic confinement rupture', 'magnetic confinement rupture', 'artificial atmosphere toxicity', 'navigation computer blackout', 'fusion core breach']","[38, 10, 47, 48, 11, 3, 37]","{3: 'navigation computer blackout', 10: 'matter synthesizer overload', 11: 'artificial atmosphere toxicity', 37: 'fusion core breach', 38: 'cryo-pod integrity breach', 47: 'magnetic confinement rupture', 48: 'magnetic confinement rupture'}",7,7,set(),
35,6+,403,"Enumerate all activities that Zoe Brown has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Event contents,chronological,"['cryo-pod integrity breach', 'vacuum seal deterioration', 'subspace antenna failure', 'cryo-pod integrity breach', 'cryo-pod integrity breach', 'navigation computer blackout', 'subspace antenna failure']","[16, 4, 28, 41, 17, 57, 49]","{4: 'vacuum seal deterioration', 16: 'cryo-pod integrity breach', 17: 'cryo-pod integrity breach', 28: 'subspace antenna failure', 41: 'cryo-pod integrity breach', 49: 'subspace antenna failure', 57: 'navigation computer blackout'}",7,7,set(),
