q_idx,bins_items_correct_answer,debug_level_2,question,cue,cue_completed,retrieval_type,get,correct_answer,correct_answer_chapters,correct_answer_detailed,n_items_correct_answer,n_chapters_correct_answer,debug_changed,debug_existing_change,minerva_category,minerva_subtask,missing_tuple_elements,present_tuple_elements,minerva_category_known
7,"{3,4,5}",209,"Consider all events that Noah Williams has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Noah Williams}, *)",Spaces,all,"{'Dodoma Region', 'Sichuan Province', 'Scotland'}","{27, 36, 60}","{27: 'Dodoma Region', 36: 'Scotland', 60: 'Sichuan Province'}",3,3,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
30,0,2640,What is the most recent date Charles Castillo was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Times,latest,set(),set(),{},0,0,{'entity'},False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,0,2641,What is the most recent date Daniel Hall was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Times,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,0,2642,What is the most recent date Daniel Lopez was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Times,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,0,2643,What is the most recent date Ella Ross was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Times,latest,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,0,2644,What is the most recent date Ellie Garcia was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Times,latest,set(),set(),{},0,0,{'entity'},False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,0,2680,What was Charles Castillo doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Event contents,latest,set(),set(),{},0,0,{'entity'},False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,0,2681,What was Daniel Hall doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Event contents,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,0,2682,What was Daniel Lopez doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Event contents,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,0,2683,What was Ella Ross doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Event contents,latest,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
32,0,2684,What was Ellie Garcia doing the last time they were observed in the story's timeline?,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Event contents,latest,set(),set(),{},0,0,{'entity'},False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,0,2660,What is the most recent location where Charles Castillo was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Spaces,latest,set(),set(),{},0,0,{'entity'},False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,0,2661,What is the most recent location where Daniel Hall was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,0,2662,What is the most recent location where Daniel Lopez was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,latest,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,0,2663,What is the most recent location where Ella Ross was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Spaces,latest,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
31,0,2664,What is the most recent location where Ellie Garcia was observed in the story's chronological timeline?,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Spaces,latest,set(),set(),{},0,0,{'entity'},False,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
33,0,1810,"Provide a chronological list of all dates when Charles Castillo was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Times,chronological,set(),set(),{},0,0,{'entity'},False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,0,1811,"Provide a chronological list of all dates when Daniel Hall was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Times,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,0,1812,"Provide a chronological list of all dates when Daniel Lopez was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Times,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,0,1813,"Provide a chronological list of all dates when Ella Ross was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Times,chronological,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
33,0,1814,"Provide a chronological list of all dates when Ellie Garcia was observed, from earliest to latest in the story's timeline.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Times,chronological,set(),set(),{},0,0,{'entity'},False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
7,0,1607,"Consider all events that Charles Castillo has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Spaces,all,set(),set(),{},0,0,{'entity'},False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,0,1608,"Consider all events that Daniel Hall has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,0,1609,"Consider all events that Daniel Lopez has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,0,1610,"Consider all events that Ella Ross has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Spaces,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
7,0,1611,"Consider all events that Ellie Garcia has been involved in. List all the locations where these events took place, without mentioning the events themselves.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Spaces,all,set(),set(),{},0,0,{'entity'},False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
34,0,1790,List all locations visited by Charles Castillo in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Spaces,chronological,set(),set(),{},0,0,{'entity'},False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,0,1791,List all locations visited by Daniel Hall in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,0,1792,List all locations visited by Daniel Lopez in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,0,1793,List all locations visited by Ella Ross in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Ella Ross}, *)",Spaces,chronological,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
34,0,1794,List all locations visited by Ellie Garcia in chronological order according to the story's timeline.,"(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Spaces,chronological,set(),set(),{},0,0,{'entity'},False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
6,0,2271,"Reflect on all events involving Charles Castillo. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Times,all,set(),set(),{},0,0,{'entity'},False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,0,2272,"Reflect on all events involving Daniel Hall. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,0,2273,"Reflect on all events involving Daniel Lopez. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Times,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,0,2274,"Reflect on all events involving Ella Ross. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Times,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
6,0,2275,"Reflect on all events involving Ellie Garcia. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Times,all,set(),set(),{},0,0,{'entity'},False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
35,0,1770,"Enumerate all activities that Charles Castillo has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Event contents,chronological,set(),set(),{},0,0,{'entity'},False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,0,1771,"Enumerate all activities that Daniel Hall has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,0,1772,"Enumerate all activities that Daniel Lopez has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,0,1773,"Enumerate all activities that Ella Ross has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Event contents,chronological,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
35,0,1774,"Enumerate all activities that Ellie Garcia has been involved in, ordered from earliest to latest in the story's chronology.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Event contents,chronological,set(),set(),{},0,0,{'entity'},False,Compute on Sets and Lists,Temporal ordering over retrieved events,t|s|c,ent,True
8,0,2404,"Think about Charles Castillo's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Charles Castillo}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,0,2405,"Think about Daniel Hall's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Daniel Hall}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,0,2406,"Think about Daniel Lopez's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Daniel Lopez}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,0,2407,"Think about Ella Ross's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Ella Ross}, *)",Event contents,all,set(),set(),{},0,0,"{'content', 'date', 'location', 'entity'}",False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
8,0,2408,"Think about Ellie Garcia's experiences. Describe all the key events they've been involved in, focusing on what happened rather than when or where it occurred.","(*, *, ent, *)","(*, *, {Ellie Garcia}, *)",Event contents,all,set(),set(),{},0,0,{'entity'},False,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
30,6+,1388,What is the most recent date Henry Reed was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Henry Reed}, *)",Times,latest,"['November 13, 2026']",[37],"{37: 'November 13, 2026'}",1,7,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
30,6+,1402,What is the most recent date Zoe Brown was observed or mentioned in the story's chronology?,"(*, *, ent, *)","(*, *, {Zoe Brown}, *)",Times,latest,"['December 26, 2026']",[49],"{49: 'December 26, 2026'}",1,7,set(),,Stateful Processing,Latest-state retrieval in an event stream,t|s|c,ent,True
6,6+,957,"Reflect on all events involving Henry Reed. Provide a list of all dates when these events occurred, without describing the events.","(*, *, ent, *)","(*, *, {Henry Reed}, *)",Times,all,"{'November 13, 2026', 'March 23, 2024', 'September 22, 2026', 'October 13, 2024', 'May 28, 2025', 'May 11, 2026', 'March 23, 2025'}","{3, 37, 38, 10, 11, 47, 48}","{3: 'September 22, 2026', 10: 'October 13, 2024', 11: 'May 11, 2026', 37: 'November 13, 2026', 38: 'March 23, 2024', 47: 'March 23, 2025', 48: 'May 28, 2025'}",7,7,set(),,Search,Keyed retrieval from episodic event memory,t|s|c,ent,True
